screen,dose,repurposing_target,MOA,IDs,Drug.Name,Synonyms
REP.PRIMARY,2.5,,THROMBOXANE RECEPTOR ANTAGONIST,BRD:BRD-K29133151-001-03-2,"ICI-185,282","ICI-185,282"
REP.PRIMARY,2.5,NR3C1,,BRD:BRD-K29173907-001-09-2,ISOFLUPREDONE-ACETATE,ISOFLUPREDONE-ACETATE
REP.PRIMARY,2.5,"GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, TSPO",BENZODIAZEPINE RECEPTOR AGONIST,BRD:BRD-K29220403-001-10-8,ESZOPICLONE,ESZOPICLONE
REP.PRIMARY,2.5,JAK2,,BRD:BRD-K29254801-001-14-7,THIRAM,THIRAM
REP.PRIMARY,2.5,F10,COAGULATION FACTOR INHIBITOR,BRD:BRD-K29322660-001-01-9,EDOXABAN,EDOXABAN
REP.PRIMARY,2.5,ALB,"CYCLOOXYGENASE INHIBITOR, GLUTATHIONE PEROXIDASE AGONIST, H+/K+-ATPASE INHIBITOR, NITRIC OXIDE SYNTHASE INHIBITOR",BRD:BRD-K29359156-001-30-1,EBSELEN,EBSELEN
REP.PRIMARY,2.5,,COENZYME A PRECURSOR,BRD:BRD-K29392254-001-02-2,PANTOTHENIC-ACID,PANTOTHENIC-ACID
REP.PRIMARY,2.5,"PI4KB, PIK3C3, PIK3CG",PI3K INHIBITOR,BRD:BRD-K29395450-001-06-8,PIK-93,PIK-93
REP.PRIMARY,2.5,"MTOR, PIK3CA, PIK3CB, PIK3CG",PI3K INHIBITOR,BRD:BRD-K29415052-050-04-8,BGT226,BGT226
REP.PRIMARY,2.5,,DNA INHIBITOR,BRD:BRD-K29458283-001-29-9,CHLORAMBUCIL,CHLORAMBUCIL
REP.PRIMARY,2.5,"ACE, SLC18A2",ANGIOTENSIN CONVERTING ENZYME INHIBITOR,BRD:BRD-K29462201-001-01-9,DESERPIDINE,DESERPIDINE
REP.PRIMARY,2.5,"FGF1, IL3, PDE4A, PDE4B, PDE4C, PDE4D, S100A12, S100A13",HISTAMINE RECEPTOR MODULATOR,BRD:BRD-K29530284-001-06-2,AMLEXANOX,AMLEXANOX
REP.PRIMARY,2.5,SRC,SRC INHIBITOR,BRD:BRD-K29542628-001-03-9,1-NAPHTHYL-PP1,1-NAPHTHYL-PP1
REP.PRIMARY,2.5,OPRD1,,BRD:BRD-K29546239-001-02-3,SNC-80,SNC-80
REP.PRIMARY,2.5,"ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR2A, HTR2C, HTR3A, HTR6, HTR7, SLC6A4","DOPAMINE RECEPTOR ANTAGONIST, SEROTONIN RECEPTOR ANTAGONIST",BRD:BRD-K29582115-066-01-2,ZIPRASIDONE,ZIPRASIDONE
REP.PRIMARY,2.5,"CACNA1G, CACNA1H, CACNA1I, CALM1, HRH1",CALCIUM CHANNEL BLOCKER,BRD:BRD-K29582677-300-10-6,FLUNARIZINE,FLUNARIZINE
REP.PRIMARY,2.5,"CA1, CA12, CA2, CA4, CA7, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GRIA1, GRIA2, GRIA3, GRIA4, GRIK1, GRIK2, GRIK3, GRIK4, GRIK5, SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A","CARBONIC ANHYDRASE INHIBITOR, GLUTAMATE RECEPTOR ANTAGONIST, KAINATE RECEPTOR ANTAGONIST",BRD:BRD-K29653726-001-13-4,TOPIRAMATE,TOPIRAMATE
REP.PRIMARY,2.5,SCD,STEAROYL-COA DESATURASE INHIBITOR,BRD:BRD-K29656036-001-02-5,MK-8245,MK-8245
REP.PRIMARY,2.5,SIGMAR1,SIGMA RECEPTOR ANTAGONIST,BRD:BRD-K29668683-300-02-2,BD-1063,BD-1063
REP.PRIMARY,2.5,,TYROSINE KINASE INHIBITOR,BRD:BRD-K29673530-001-05-4,HYPERICIN,HYPERICIN
REP.PRIMARY,2.5,,ANTIHISTAMINE,BRD:BRD-K29713308-001-01-7,"MEBHYDROLINE-1,5-NAPHTALENEDISULFONATE","MEBHYDROLIN, MEBHYDROLINE-1,5-NAPHTALENEDISULFONATE"
REP.PRIMARY,2.5,,ANTIHISTAMINE,BRD:BRD-K29713308-077-04-1,"MEBHYDROLINE-1,5-NAPHTALENEDISULFONATE","MEBHYDROLIN, MEBHYDROLINE-1,5-NAPHTALENEDISULFONATE"
REP.PRIMARY,2.5,AR,ANDROGEN RECEPTOR MODULATOR,BRD:BRD-K29735307-001-02-9,OSTARINE,OSTARINE
REP.PRIMARY,2.5,"NOS1, PRKCA",PKC INHIBITOR,BRD:BRD-K29834313-001-01-4,MYRICITRIN,MYRICITRIN
REP.PRIMARY,2.5,KDR,VEGFR INHIBITOR,BRD:BRD-K29895144-001-01-0,SKLB1002,SKLB1002
REP.PRIMARY,2.5,"CSF1, FLT1, FLT4, KDR, PLK4","PDGFR TYROSINE KINASE RECEPTOR INHIBITOR, VEGFR INHIBITOR",BRD:BRD-K29905972-001-06-3,AXITINIB,AXITINIB
REP.PRIMARY,2.5,"IFNG, IL1B, MMP9, NFKB2, TNF",GLYCOSYLATED PROTEIN PRECURSOR,BRD:BRD-K29918010-003-04-1,GLUCOSAMINE,GLUCOSAMINE
REP.PRIMARY,2.5,ESR1,ESTROGEN RECEPTOR ANTAGONIST,BRD:BRD-K29950728-048-17-4,CLOMIFENE,CLOMIFENE
REP.PRIMARY,2.5,SRC,"SRC INHIBITOR, TUBULIN POLYMERIZATION INHIBITOR",BRD:BRD-K29968218-001-03-2,KX2-391,KX2-391
REP.PRIMARY,2.5,"CFTR, GRM4, GRM6, GRM7, GRM8, KCNC4, PDPK1, PIM1, PRKACA, PRKCQ, PYGL, PYGM, REG1A, RHO, SERPINB3, SMAD2, TAOK2",MEMBRANE INTEGRITY INHIBITOR,BRD:BRD-K30019776-003-01-5,DEXFOSFOSERINE,DEXFOSFOSERINE
REP.PRIMARY,2.5,REN,RENIN INHIBITOR,BRD:BRD-K30020243-051-02-5,ALISKIREN-HEMIFUMARATE,ALISKIREN-HEMIFUMARATE
REP.PRIMARY,2.5,,BACTERIAL DNA INHIBITOR,BRD:BRD-K30114692-001-15-9,METHENAMINE,METHENAMINE
REP.PRIMARY,2.5,,TUBULIN POLYMERIZATION INHIBITOR,BRD:BRD-K30126819-304-02-7,DIMESNA,DIMESNA
REP.PRIMARY,2.5,"CLCN1, PPARA",CYTOCHROME P450 INHIBITOR,BRD:BRD-K30213273-001-01-6,FENOFIBRIC-ACID,FENOFIBRIC-ACID
REP.PRIMARY,2.5,"NOS1, NOS2, NOS3",NITRIC OXIDE SYNTHASE INHIBITOR,BRD:BRD-K30237152-300-02-5,1400W,1400W
REP.PRIMARY,2.5,HRH1,HISTAMINE RECEPTOR ANTAGONIST,BRD:BRD-K30240666-051-15-9,CLEMASTINE,CLEMASTINE
REP.PRIMARY,2.5,AR,ANDROGEN RECEPTOR ENHANCER,BRD:BRD-K30331124-001-01-7,ASC-J9,ASC-J9
REP.PRIMARY,2.5,"SRD5A1, SRD5A2, SRD5A3",5 ALPHA REDUCTASE INHIBITOR,BRD:BRD-K30373883-001-02-8,DUTASTERIDE,DUTASTERIDE
REP.PRIMARY,2.5,,DIURETIC,BRD:BRD-K30374899-001-09-3,MANNITOL-D,MANNITOL-D
REP.PRIMARY,2.5,"ADRB1, ADRB2",ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-K30421593-050-04-9,TIMOLOL,TIMOLOL
REP.PRIMARY,2.5,,,BRD:BRD-K30431096-004-01-3,DOMIPHEN,DOMIPHEN
REP.PRIMARY,2.5,"CA1, CA12, CA14, CA2, CA3, CA4, CA5A, CA5B, CA6, CA7, CA9, CSNK2A1, GSK3B, PRKACA, PRKCA, PRKCB, SQLE, SYK","GLUTATHIONE TRANSFERASE INHIBITOR, NON-NUCLEOSIDE REVERSE TRANSCRIPTASE INHIBITOR",BRD:BRD-K30466858-001-09-6,ELLAGIC-ACID,ELLAGIC-ACID
REP.PRIMARY,2.5,SLC12A1,"ELECTROLYTE REABSORPTION INHIBITOR, THROMBOXANE RECEPTOR ANTAGONIST",BRD:BRD-K30480208-001-18-5,TORASEMIDE,TORASEMIDE
REP.PRIMARY,2.5,"GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D",GLUTAMATE RECEPTOR AGONIST,BRD:BRD-K30519779-001-03-1,HOMOQUINOLINIC-ACID,HOMOQUINOLINIC-ACID
REP.PRIMARY,2.5,DGAT1,DIACYLGLYCEROL O ACYLTRANSFERASE INHIBITOR,BRD:BRD-K30550578-001-01-3,PF-04620110,PF-04620110
REP.PRIMARY,2.5,"DGAT1, MTTP, SOAT1, SOAT2",ACAT INHIBITOR,BRD:BRD-K30553453-001-13-2,HESPERETIN,HESPERETIN
REP.PRIMARY,2.5,"HSP90AA1, HSP90B1",PROTEIN SYNTHESIS INHIBITOR,BRD:BRD-K30563334-001-02-9,RIFABUTIN,RIFABUTIN
REP.PRIMARY,2.5,GRM5,GLUTAMATE RECEPTOR ANTAGONIST,BRD:BRD-K30572193-001-02-0,CTEP,CTEP
REP.PRIMARY,2.5,"BCL2, MAP2, MAP4, MAPT, NR1I2, TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA3D, TUBA3E, TUBA4A, TUBB, TUBB1, TUBB2A, TUBB2B, TUBB3, TUBB4A, TUBB4B, TUBB6, TUBB8",TUBULIN POLYMERIZATION INHIBITOR,BRD:BRD-K30577245-001-04-3,DOCETAXEL,DOCETAXEL
REP.PRIMARY,2.5,"BCL2, MAP2, MAP4, MAPT, NR1I2, TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA3D, TUBA3E, TUBA4A, TUBB, TUBB1, TUBB2A, TUBB2B, TUBB3, TUBB4A, TUBB4B, TUBB6, TUBB8",TUBULIN POLYMERIZATION INHIBITOR,BRD:BRD-K30577245-341-01-9,DOCETAXEL,DOCETAXEL
REP.PRIMARY,2.5,"CHRNA2, OPRM1","OPIOID ANTAGONIST, OPIOID RECEPTOR ANTAGONIST",BRD:BRD-K30634073-046-01-0,LEVALLORPHAN,LEVALLORPHAN
REP.PRIMARY,2.5,"CA12, CA14, CA2, CA4, CA6, CA9",CARBONIC ANHYDRASE INHIBITOR,BRD:BRD-K30649484-003-13-7,MAFENIDE,MAFENIDE
REP.PRIMARY,2.5,"HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2B, HTR7",SEROTONIN RECEPTOR AGONIST,BRD:BRD-K30652337-004-02-1,ELETRIPTAN,ELETRIPTAN
REP.PRIMARY,2.5,"THRA, THRB",THYROID HORMONE STIMULANT,BRD:BRD-K30685142-001-15-4,LEVOTHYROXINE,LEVOTHYROXINE
REP.PRIMARY,2.5,"CTNNB1, TCF4",BETA-CATENIN INHIBITOR,BRD:BRD-K30707190-001-04-1,PNU-74654,PNU-74654
REP.PRIMARY,2.5,,COSMETIC MOISTURIZER,BRD:BRD-K30758549-001-01-8,ISOPROPYL-PALMITATE,ISOPROPYL-PALMITATE
REP.PRIMARY,2.5,"HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C",SEROTONIN RECEPTOR ANTAGONIST,BRD:BRD-K30867024-003-03-3,SB-216641,SB-216641
REP.PRIMARY,2.5,,CC CHEMOKINE RECEPTOR ANTAGONIST,BRD:BRD-K30933884-001-01-0,UNBS-5162,UNBS-5162
REP.PRIMARY,2.5,"PIK3CA, PIK3CB, PIK3CD, PIK3CG",PI3K INHIBITOR,BRD:BRD-K30977212-001-02-8,PIK-293,PIK-293
REP.PRIMARY,2.5,,CYCLOOXYGENASE INHIBITOR,BRD:BRD-K30990140-003-02-4,FR-122047,FR-122047
REP.PRIMARY,2.5,"ADRA1A, ADRA1B, ADRA1D, HTR1A","ADRENERGIC RECEPTOR ANTAGONIST, SEROTONIN RECEPTOR ANTAGONIST",BRD:BRD-K31054881-300-04-7,BMY-7378,BMY-7378
REP.PRIMARY,2.5,,EUKARYOTIC TRANSLATION ELONGATION FACTOR 2 INHIBITOR,BRD:BRD-K31086665-005-04-6,NH125,NH125
REP.PRIMARY,2.5,"HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR5A, HTR6",SEROTONIN RECEPTOR AGONIST,BRD:BRD-K31092604-003-03-5,DONITRIPTAN,DONITRIPTAN
REP.PRIMARY,2.5,KEAP1,"LIKE (NRF2) ACTIVATOR, NUCLEAR FACTOR ERYTHROID DERIVED",BRD:BRD-K31111078-001-04-2,DIMETHYL-FUMARATE,DIMETHYL-FUMARATE
REP.PRIMARY,2.5,"ADORA1, ADORA2A, ADORA2B, ADORA3",ADENOSINE RECEPTOR AGONIST,BRD:BRD-K31135544-001-07-0,IB-MECA,IB-MECA
REP.PRIMARY,2.5,"JAK1, JAK2, JAK3, TYK2",JAK INHIBITOR,BRD:BRD-K31283835-048-04-4,TOFACITINIB,TOFACITINIB
REP.PRIMARY,2.5,"FGFR1, FLT1, KDR, KIT, PDGFRA, PDGFRB, RET","FGFR INHIBITOR, VEGFR INHIBITOR",BRD:BRD-K31309378-001-01-5,LUCITANIB,LUCITANIB
REP.PRIMARY,2.5,CDK7,CDK INHIBITOR,BRD:BRD-K31313613-003-04-2,BS-181,BS-181
REP.PRIMARY,2.5,,PHOSPHODIESTERASE INHIBITOR,BRD:BRD-K31339321-001-03-6,LIRIMILAST,LIRIMILAST
REP.PRIMARY,2.5,"HCN1, HCN3, HCN4","HCN CHANNEL ANTAGONIST, POTASSIUM CHANNEL BLOCKER, SODIUM CHANNEL BLOCKER",BRD:BRD-K31385749-003-01-3,IVABRADINE,IVABRADINE
REP.PRIMARY,2.5,,URICASE INHIBITOR,BRD:BRD-K31468676-237-01-8,OXONIC-ACID,OXONIC-ACID
REP.PRIMARY,2.5,ELANE,ELASTASE INHIBITOR,BRD:BRD-K31476763-001-01-5,AZD9668,AZD9668
REP.PRIMARY,2.5,"HTR3A, HTR3B",SEROTONIN RECEPTOR AGONIST,BRD:BRD-K31491153-003-05-9,1-PHENYLBIGUANIDE,1-PHENYLBIGUANIDE
REP.PRIMARY,2.5,DGAT1,DIACYLGLYCEROL O ACYLTRANSFERASE INHIBITOR,BRD:BRD-K31495718-001-01-1,AZD7687,AZD7687
REP.PRIMARY,2.5,PDE10A,PHOSPHODIESTERASE INHIBITOR,BRD:BRD-K31519811-001-02-2,PF-02545920,PF-02545920
REP.PRIMARY,2.5,EDNRA,ENDOTHELIN RECEPTOR ANTAGONIST,BRD:BRD-K31553034-001-03-0,ZIBOTENTAN,ZIBOTENTAN
REP.PRIMARY,2.5,"CNR1, GPR119, TRPV1",TRPV AGONIST,BRD:BRD-K31560319-001-01-5,OLVANIL,OLVANIL
REP.PRIMARY,2.5,"NR3C1, SERPINA6",GLUCOCORTICOID RECEPTOR AGONIST,BRD:BRD-K31627533-001-09-5,RIMEXOLONE,RIMEXOLONE
REP.PRIMARY,2.5,CHRM3,ACETYLCHOLINE RECEPTOR ANTAGONIST,BRD:BRD-K31633810-003-02-8,DAU-5884,DAU-5884
REP.PRIMARY,2.5,,BACTERIAL ANTIFOLATE,BRD:BRD-K31682896-001-24-0,SULFAMETHIZOLE,SULFAMETHIZOLE
REP.PRIMARY,2.5,EGFR,EGFR INHIBITOR,BRD:BRD-K31698212-001-02-9,ICOTINIB,ICOTINIB
REP.PRIMARY,2.5,HRH1,MEDIATOR RELEASE INHIBITOR,BRD:BRD-K31731454-237-02-5,PEMIROLAST,PEMIROLAST
REP.PRIMARY,2.5,"ADRB1, ADRB2, ADRB3",ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-K31812033-003-11-0,LEVOBUNOLOL,LEVOBUNOLOL
REP.PRIMARY,2.5,XDH,XANTHINE OXIDASE INHIBITOR,BRD:BRD-K31841515-001-07-8,OXYPURINOL,OXYPURINOL
REP.PRIMARY,2.5,PPARG,PPAR RECEPTOR ANTAGONIST,BRD:BRD-K31843556-001-04-1,T-0070907,T-0070907
REP.PRIMARY,2.5,BRAF,RAF INHIBITOR,BRD:BRD-K31866293-001-01-6,TAK-632,TAK-632
REP.PRIMARY,2.5,ESR1,ESTROGEN RECEPTOR AGONIST,BRD:BRD-K31920458-001-23-6,MESTRANOL,MESTRANOL
REP.PRIMARY,2.5,"AURKA, AURKB",AURORA KINASE INHIBITOR,BRD:BRD-K31928526-001-02-1,BARASERTIB,BARASERTIB
REP.PRIMARY,3.16,"CMPK1, RRM1, TYMS",DNA SYNTHESIS INHIBITOR,BRD:BRD-K32007074-001-02-9,ENOCITABINE,ENOCITABINE
REP.PRIMARY,2.5,,BACTERIAL ANTIFOLATE,BRD:BRD-K32021043-001-14-3,SULFACHLORPYRIDAZINE,SULFACHLORPYRIDAZINE
REP.PRIMARY,2.5,TPH1,TRYPTOPHAN HYDROXYLASE INHIBITOR,BRD:BRD-K32101625-001-01-6,LX1031,LX1031
REP.PRIMARY,2.5,MGMT,DNA ALKYLATING AGENT,BRD:BRD-K32107296-001-16-9,TEMOZOLOMIDE,TEMOZOLOMIDE
REP.PRIMARY,2.5,"ABCC8, KCNJ1, KCNJ10, KCNJ11",ATP CHANNEL BLOCKER,BRD:BRD-K32164935-001-30-8,TOLAZAMIDE,TOLAZAMIDE
REP.PRIMARY,2.5,GPR119,GLUCOSE DEPENDENT INSULINOTROPIC RECEPTOR AGONIST,BRD:BRD-K32218650-001-01-6,MBX-2982,MBX-2982
REP.PRIMARY,2.5,"CHRNA4, CHRNA7, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GRIA2, GRIK2, SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A",GABA RECEPTOR ANTAGONIST,BRD:BRD-K32247306-001-29-4,PRIMIDONE,PRIMIDONE
REP.PRIMARY,2.5,,BACTERIAL ANTIFOLATE,BRD:BRD-K32273377-001-17-9,SULFADIAZINE,SULFADIAZINE
REP.PRIMARY,2.5,MET,TYROSINE KINASE INHIBITOR,BRD:BRD-K32285926-001-02-1,AMG-208,AMG-208
REP.PRIMARY,2.5,"RAC1, RAC3",RAS GTPASE INHIBITOR,BRD:BRD-K32289541-001-01-0,EHOP-016,EHOP-016
REP.PRIMARY,2.5,"EGFR, PRKCB","EGFR INHIBITOR, PKC INHIBITOR",BRD:BRD-K32292990-001-03-6,CGP-53353,CGP-53353
REP.PRIMARY,2.5,,POTASSIUM CHANNEL BLOCKER,BRD:BRD-K32311154-001-01-0,NIFEKALANT,NIFEKALANT
REP.PRIMARY,2.5,PNP,DNA POLYMERASE INHIBITOR,BRD:BRD-K32318651-001-23-7,ACYCLOVIR,ACYCLOVIR
REP.PRIMARY,2.5,PNP,DNA POLYMERASE INHIBITOR,BRD:BRD-K32318651-001-24-5,ACYCLOVIR,ACYCLOVIR
REP.PRIMARY,2.5,,,BRD:BRD-K32372024-001-01-0,D-7193,D-7193
REP.PRIMARY,2.5,CPT1A,CARNITINE PALMITOYLTRANSFERASE INHIBITOR,BRD:BRD-K32405725-001-02-8,ETOMOXIR,ETOMOXIR
REP.PRIMARY,2.5,SLC6A3,"DOPAMINE REUPTAKE INHIBITOR, DOPAMINE UPTAKE INHIBITOR",BRD:BRD-K32501161-300-06-2,VANOXERINE,VANOXERINE
REP.PRIMARY,2.5,DHODH,,BRD:BRD-K32572029-001-04-4,OROTIC-ACID,OROTIC-ACID
REP.PRIMARY,2.5,"CA12, CA14, CA2, CA6, CA9",CARBONIC ANHYDRASE INHIBITOR,BRD:BRD-K32681104-001-11-6,2-AMINOBENZENESULFONAMIDE,2-AMINOBENZENESULFONAMIDE
REP.PRIMARY,2.5,MAPK8,JNK INHIBITOR,BRD:BRD-K32730239-001-01-0,SU3327,SU3327
REP.PRIMARY,2.5,"ALDH2, DBH","ALDEHYDE DEHYDROGENASE INHIBITOR, DNA METHYLTRANSFERASE INHIBITOR, TRPV AGONIST",BRD:BRD-K32744045-001-31-2,DISULFIRAM,DISULFIRAM
REP.PRIMARY,2.5,ATP4A,POTASSIUM-COMPETITIVE ACID ANTAGONIST,BRD:BRD-K32768103-051-02-6,VONOPRAZAN,VONOPRAZAN
REP.PRIMARY,2.5,"HPRT1, IMPDH1, PPAT",DEHYDROGENASE INHIBITOR,BRD:BRD-K32821942-001-21-3,AZATHIOPRINE,AZATHIOPRINE
REP.PRIMARY,2.5,"ADRA2A, ADRA2B, ADRA2C",ADRENERGIC RECEPTOR AGONIST,BRD:BRD-K32830106-001-02-6,GUANFACINE,GUANFACINE
REP.PRIMARY,2.5,"ADRA2A, ADRA2B, ADRA2C",ADRENERGIC RECEPTOR AGONIST,BRD:BRD-K32830106-003-20-4,GUANFACINE,GUANFACINE
REP.PRIMARY,2.5,,,BRD:BRD-K32847234-065-04-6,SPARTEINE-SULFATE,SPARTEINE-SULFATE
REP.PRIMARY,2.5,AR,ANDROGEN RECEPTOR ANTAGONIST,BRD:BRD-K32977963-001-05-0,EUGENOL,EUGENOL
REP.PRIMARY,2.5,,PROTEIN SYNTHESIS INHIBITOR,BRD:BRD-K33082088-001-03-3,RETAPAMULIN,RETAPAMULIN
REP.PRIMARY,2.5,"RARA, RARB, RARG, RXRA, RXRB, RXRG",RETINOID RECEPTOR AGONIST,BRD:BRD-K33127281-001-05-6,ADAPALENE,ADAPALENE
REP.PRIMARY,2.5,NOS3,NITRIC OXIDE SYNTHASE INHIBITOR,BRD:BRD-K33141550-003-05-7,L-NAME,L-NAME
REP.PRIMARY,2.5,"ADRA1A, DRD1, DRD2","ADRENERGIC RECEPTOR AGONIST, DOPAMINE RECEPTOR AGONIST",BRD:BRD-K33151569-003-09-7,DEOXYEPINEPHRINE,DEOXYEPINEPHRINE
REP.PRIMARY,2.5,"HRH3, HRH4",HISTAMINE RECEPTOR AGONIST,BRD:BRD-K33183200-303-02-4,IMETIT,IMETIT
REP.PRIMARY,2.5,"CHRNA2, CHRNA3, CHRNA4, CHRNA7, CHRNB2, CHRNB4, CYBA, CYBB, GRIN3A, NCF1, NCF2, NCF4, OPRD1, OPRK1, OPRM1, PGRMC1, RAC1, RAC2, SIGMAR1, SLC6A2, SLC6A4","GLUTAMATE RECEPTOR ANTAGONIST, SIGMA RECEPTOR AGONIST",BRD:BRD-K33211335-004-01-7,DEXTROMETHORPHAN,DEXTROMETHORPHAN
REP.PRIMARY,2.5,TRPA1,TRPV AGONIST,BRD:BRD-K33219225-001-01-9,ALLYLISOTHIOCYANATE,ALLYLISOTHIOCYANATE
REP.PRIMARY,2.5,"CYP3A4, CYP3A5, CYP3A7",HIV PROTEASE INHIBITOR,BRD:BRD-K33226500-001-01-0,INDINAVIR,INDINAVIR
REP.PRIMARY,2.5,UGCG,GLYCOSYL TRANSFERASE INHIBITOR,BRD:BRD-K33251802-001-01-3,MIGLUSTAT,MIGLUSTAT
REP.PRIMARY,2.5,ATP1A1,ATPASE INHIBITOR,BRD:BRD-K33277808-331-01-3,OUABAIN,OUABAIN
REP.PRIMARY,2.5,MET,TYROSINE KINASE INHIBITOR,BRD:BRD-K33379087-001-07-5,TIVANTINIB,TIVANTINIB
REP.PRIMARY,0.25,"ELOVL4, FADS1, FADS2, FFAR1, FFAR4, PTGS2, SLC8A1, TRPV1",OMEGA 3 FATTY ACID STIMULANT,BRD:BRD-K33396764-001-08-7,ALPHA-LINOLENIC-ACID,ALPHA-LINOLENIC-ACID
REP.PRIMARY,2.5,CYP19A1,AROMATASE INHIBITOR,BRD:BRD-K33425534-001-12-5,EXEMESTANE,EXEMESTANE
REP.PRIMARY,2.5,"HRH1, NTSR2",HISTAMINE RECEPTOR ANTAGONIST,BRD:BRD-K33453211-003-11-5,LEVOCABASTINE,LEVOCABASTINE
REP.PRIMARY,2.5,"GRIN1, GRIN2A, GRIN2B, SIGMAR1",SIGMA RECEPTOR AGONIST,BRD:BRD-K33459542-001-07-4,DITOLYLGUANIDINE,DITOLYLGUANIDINE
REP.PRIMARY,2.5,,INTERLEUKIN RECEPTOR AGONIST,BRD:BRD-K33483813-001-10-0,ACTARIT,ACTARIT
REP.PRIMARY,2.5,,,BRD:BRD-K33510429-001-03-1,VANILLYLACETONE,VANILLYLACETONE
REP.PRIMARY,2.5,GABBR1,GUANYLATE CYCLASE ACTIVATOR,BRD:BRD-K33583600-001-16-1,ISOLIQUIRITIGENIN,ISOLIQUIRITIGENIN
REP.PRIMARY,2.5,ACHE,CHOLINESTERASE REACTIVATOR,BRD:BRD-K33588785-001-01-9,OBIDOXIME,OBIDOXIME
REP.PRIMARY,2.5,EGFR,EGFR INHIBITOR,BRD:BRD-K33610132-001-02-9,ROCILETINIB,ROCILETINIB
REP.PRIMARY,2.5,"CDK4, CDK6",CDK INHIBITOR,BRD:BRD-K33622447-066-01-9,ABEMACICLIB,ABEMACICLIB
REP.PRIMARY,2.5,HTR4,SEROTONIN RECEPTOR AGONIST,BRD:BRD-K33681278-036-01-2,PRUCALOPRIDE,PRUCALOPRIDE
REP.PRIMARY,2.5,P2RX4,PURINERGIC RECEPTOR ANTAGONIST,BRD:BRD-K33690734-001-01-5,5-BDBD,5-BDBD
REP.PRIMARY,2.5,NR3C1,GLUCOCORTICOID RECEPTOR AGONIST,BRD:BRD-K33720171-001-01-0,DIFLUPREDNATE,DIFLUPREDNATE
REP.PRIMARY,2.5,"OPRD1, OPRK1, OPRM1",OPIOID RECEPTOR ANTAGONIST,BRD:BRD-K33732501-004-01-0,METHYLNALTREXONE,METHYLNALTREXONE
REP.PRIMARY,2.5,,POTASSIUM CHANNEL BLOCKER,BRD:BRD-K33743361-003-02-6,ML133,ML133
REP.PRIMARY,2.5,GSTP1,MUCOLYTIC AGENT,BRD:BRD-K33809398-001-01-8,SCMC-LYS,SCMC-LYS
REP.PRIMARY,2.5,,BACTERIAL 50S RIBOSOMAL SUBUNIT INHIBITOR,BRD:BRD-K33813875-003-01-8,VALNEMULIN,VALNEMULIN
REP.PRIMARY,2.5,CLCN2,CHLORIDE CHANNEL ACTIVATOR,BRD:BRD-K33814251-001-01-4,LUBIPROSTONE,LUBIPROSTONE
REP.PRIMARY,2.5,CLCN2,CHLORIDE CHANNEL ACTIVATOR,BRD:BRD-K33814251-001-02-2,LUBIPROSTONE,LUBIPROSTONE
REP.PRIMARY,2.5,"NR1H2, NR1H3",LXR AGONIST,BRD:BRD-K33818169-003-04-6,GW-3965,GW-3965
REP.PRIMARY,2.5,PDE4A,PHOSPHODIESTERASE INHIBITOR,BRD:BRD-K33852358-001-09-9,AROFYLLINE,AROFYLLINE
REP.PRIMARY,2.5,CCKBR,CCK RECEPTOR ANTAGONIST,BRD:BRD-K33864865-001-02-5,LY225910,LY225910
REP.PRIMARY,2.5,"GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2",BENZODIAZEPINE RECEPTOR AGONIST,BRD:BRD-K33882852-003-02-8,ZK-93423,ZK-93423
REP.PRIMARY,2.5,"ACVR1, ACVRL1, BMPR1A",ALK TYROSINE KINASE RECEPTOR INHIBITOR,BRD:BRD-K33892651-001-02-4,ML347,ML347
