""	"chr10p"	"chr10q"	"chr11p"	"chr11q"	"chr12p"	"chr12q"	"chr13q"	"chr14q"	"chr15q"	"chr16p"	"chr16q"	"chr17p"	"chr17q"	"chr18p"	"chr18q"	"chr19p"	"chr19q"	"chr1p"	"chr1q"	"chr20p"	"chr20q"	"chr21q"	"chr22q"	"chr2p"	"chr2q"	"chr3p"	"chr3q"	"chr4p"	"chr4q"	"chr5p"	"chr5q"	"chr6p"	"chr6q"	"chr7p"	"chr7q"	"chr8p"	"chr8q"	"chr9p"	"chr9q"
"U138MG_CENTRAL_NERVOUS_SYSTEM"	-1	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1
"CORL105_LUNG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	-1	0	0	-1	0	-1	0	0	0	0	-1	0	0	-1	0	-1	0
"HEC1B_ENDOMETRIUM"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	1	0	0	0	0	0	0	0	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	0
"JHOM2B_OVARY"	0	0	0	0	0	0	1	0	0	0	0	-1	-1	1	-1	0	0	0	0	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	0
"HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	-1	-1	0	0	0	0	-1	0	-1	-1	-1	0	0	0	0	1	1	0	-1	-1	1	-1	0	0	0	0	0	-1	0	-1	0	0	-1	-1	0	1	0	-1
"CGTHW1_THYROID"	-1	0	0	1	0	0	-1	1	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
"FTC133_THYROID"	0	0	-1	-1	-1	-1	-1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	1	1	0	0	0	0
"NCIH292_LUNG"	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	-1	0	0	0	0	0	0	1	0	0	0	1	0	-1	0	0	0
"TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	1	0	0	0	-1	0	1	1	-1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	-1	-1
"KPL1_BREAST"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
"CAL148_BREAST"	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	1	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
"HT55_LARGE_INTESTINE"	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	-1	0	0	0	0	-1	-1	0	0	-1	0	1	1	-1	0	-1	1
"NCIH1339_LUNG"	0	-1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	-1	-1	1	0	0
"HCC2935_LUNG"	0	0	0	0	0	0	-1	1	0	1	1	0	1	0	0	0	0	-1	0	-1	1	-1	0	1	0	-1	0	-1	-1	1	0	1	0	1	1	-1	-1	-1	1
"MDAMB435S_SKIN"	0	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	0	-1	0	-1	1	1	1	0	0	0	0	1	-1	0	0	0	0	-1	0	0	0	0	0	0
"639V_URINARY_TRACT"	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	1	1	0	1	0	-1	1	0	-1	-1	1	0	0	0	0	0	-1	0	0	-1
"TEN_ENDOMETRIUM"	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	0	0	0	1	1	-1	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	-1	-1
"UACC893_BREAST"	1	0	0	0	1	0	-1	0	0	0	0	-1	0	1	-1	-1	-1	-1	1	-1	0	0	0	0	1	-1	0	-1	0	1	-1	0	1	1	0	-1	1	-1	0
"HCC1428_BREAST"	1	0	0	0	0	0	-1	0	0	0	1	-1	0	-1	-1	0	1	0	1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	-1	1	0	0
"NCIH1385_LUNG"	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0
"RH41_SOFT_TISSUE"	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	-1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0
"HS852T_SKIN"	-1	0	0	0	0	0	0	0	0	0	0	-1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	1	0	0	0	-1	0
"NCIH1869_LUNG"	0	0	-1	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	-1	0	0	1	0	0	0	0	0	0	1	1	1	-1	1	0	-1	0	0	-1
"MDST8_LARGE_INTESTINE"	0	0	1	1	-1	0	1	0	0	-1	-1	0	0	0	0	0	0	-1	0	1	1	1	0	0	1	0	0	1	-1	-1	-1	-1	-1	1	1	1	0	0	0
"OAW28_OVARY"	0	0	0	0	1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	1	0	0	0	0	0	-1	0	0	0
"HCC1569_BREAST"	0	-1	0	0	0	0	-1	-1	0	0	-1	0	0	0	0	0	-1	0	1	1	1	0	1	0	0	0	1	-1	0	0	0	0	-1	0	1	-1	1	0	-1
"CL14_LARGE_INTESTINE"	0	0	1	1	0	0	1	-1	0	-1	1	-1	0	-1	-1	0	0	0	0	0	1	-1	-1	0	0	0	0	0	-1	1	0	1	1	0	0	0	-1	0	0
"MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"JL1_PLEURA"	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	-1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0
"MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
"HLF_LIVER"	0	0	0	0	0	0	-1	-1	-1	0	0	0	0	1	0	-1	0	0	0	1	1	0	0	0	0	-1	-1	1	0	0	0	0	0	0	0	-1	-1	-1	-1
"HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
"SNU8_OVARY"	0	-1	0	0	0	0	-1	1	-1	-1	-1	-1	1	1	0	-1	1	0	1	1	1	0	-1	0	0	-1	0	-1	-1	1	1	0	0	1	1	0	0	1	-1
"NCIH2172_LUNG"	0	0	0	0	-1	0	-1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	-1	0	0	0	0	0	0	1	0	1	-1	0	0	0	0	0	1
"NCIH1581_LUNG"	0	1	0	1	-1	1	-1	0	0	-1	1	-1	1	0	0	-1	-1	0	1	0	1	1	-1	1	0	-1	1	-1	-1	1	-1	1	0	0	1	-1	1	-1	-1
"NCIH1792_LUNG"	1	0	0	0	0	0	-1	1	1	0	0	-1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
"HLE_LIVER"	0	0	0	1	1	0	-1	-1	-1	0	0	-1	0	1	0	-1	0	0	0	1	1	0	-1	0	0	0	-1	1	0	0	1	0	0	0	-1	0	0	-1	-1
"JHH6_LIVER"	1	0	1	1	1	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	1	1	0	0	0	0	0	-1	0	-1	1	0	0	0	1	1	-1	0	0	1
"HCT116_LARGE_INTESTINE"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"HT29_LARGE_INTESTINE"	0	0	1	1	0	0	1	-1	1	0	0	-1	0	1	-1	-1	1	0	0	0	1	-1	-1	0	0	-1	0	0	0	1	0	0	0	1	1	-1	0	0	0
"TOV21G_OVARY"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KM12_LARGE_INTESTINE"	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"COLO800_SKIN"	-1	-1	-1	-1	0	0	0	-1	1	-1	-1	0	0	1	1	-1	-1	0	0	1	1	0	0	0	0	-1	1	-1	-1	1	-1	0	0	1	0	-1	0	-1	-1
"JHH4_LIVER"	0	0	0	0	0	0	-1	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"OE21_OESOPHAGUS"	0	0	-1	-1	1	0	0	0	0	0	1	0	0	1	-1	0	0	0	1	1	1	-1	-1	0	0	-1	1	1	-1	1	0	0	0	0	0	-1	1	0	1
"KP2_PANCREAS"	0	0	0	0	1	-1	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	-1	1	0	-1	-1	-1	0
"HS698T_LARGE_INTESTINE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
"BICR22_UPPER_AERODIGESTIVE_TRACT"	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	1
"F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0
"SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0
"MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	1	0	0	0	0	0	1	-1	0	0	0	1	1	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
"HS821T_BONE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	-1	-1	-1	-1	1	-1	1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	-1
"RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
"D341MED_CENTRAL_NERVOUS_SYSTEM"	0	0	0	0	0	0	0	0	0	0	0	-1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0
"P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NCIH1048_LUNG"	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NCIH2085_LUNG"	-1	-1	-1	0	0	0	0	0	0	-1	0	0	0	-1	-1	-1	0	0	1	0	1	0	-1	0	0	0	0	-1	-1	1	0	1	-1	1	1	1	1	-1	-1
"HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
"LU65_LUNG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0
"TC71_BONE"	0	0	0	0	0	0	1	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
"A101D_SKIN"	-1	-1	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	1	1	0	0	0	0
"SW1353_BONE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
"BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
"HOS_BONE"	0	0	1	0	0	0	0	1	1	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
"SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
"TO175T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CAL51_BREAST"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HS870T_BONE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	-1	0
"MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CAL29_URINARY_TRACT"	-1	0	-1	-1	1	1	-1	0	0	-1	0	-1	0	-1	-1	-1	0	0	0	1	1	-1	0	0	0	-1	1	-1	-1	1	0	0	0	1	0	0	0	0	0
"CADOES1_BONE"	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	1	0
"WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
"COLO678_LARGE_INTESTINE"	1	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	-1	0	0	0	1	0	0	1	0	0	-1	1	1	0	0	0	0
"KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0
"HS688AT_SKIN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TE125T_SOFT_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SNU1197_LARGE_INTESTINE"	0	0	0	0	0	0	1	0	0	0	0	-1	1	-1	-1	0	0	0	0	1	1	0	0	0	0	-1	1	0	0	0	0	0	0	1	1	-1	0	0	0
"MESSA_SOFT_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0
"OSRC2_KIDNEY"	1	0	0	0	1	1	1	-1	1	0	0	0	1	-1	-1	-1	0	0	0	1	1	0	0	0	0	-1	0	-1	-1	0	0	-1	-1	0	1	-1	-1	-1	-1
"TC32_BONE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
"HK2_KIDNEY"	-1	1	-1	-1	0	0	-1	0	-1	-1	0	0	0	-1	-1	0	0	0	0	1	1	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	-1	0	-1	0
"KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SLR21_KIDNEY"	0	0	0	0	0	0	0	0	0	1	1	-1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
"SALE_LUNG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRECLH_PROSTATE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BJHTERT_SKIN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HEKTE_KIDNEY"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
"PK59_PANCREAS"	0	0	0	0	-1	0	1	0	0	0	0	0	0	1	0	0	1	0	-1	0	1	0	-1	0	0	1	0	0	-1	1	0	0	0	1	0	1	1	-1	0
"HUPT4_PANCREAS"	1	0	1	1	0	0	0	0	0	-1	1	-1	1	-1	-1	0	0	0	-1	-1	1	0	0	0	0	1	0	-1	-1	0	0	1	1	1	1	-1	1	1	0
"DKMG_CENTRAL_NERVOUS_SYSTEM"	-1	-1	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	1	0	0	-1	0
"ES2_OVARY"	1	0	0	0	0	0	-1	0	0	0	0	0	0	1	-1	0	-1	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	-1	1	0	-1
"NCIH1781_LUNG"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	-1	0	0	0
"AU565_BREAST"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	1	1	1	0	0	0	0	0	0	-1	0	1	0	0	0	1	1	-1	0	0	0
"MDAMB415_BREAST"	1	0	1	-1	1	1	0	0	0	1	0	0	0	-1	-1	-1	0	0	0	1	1	0	1	0	0	-1	0	-1	0	1	1	1	1	0	0	-1	-1	0	-1
"NCIH358_LUNG"	-1	-1	-1	0	-1	0	0	1	0	0	0	0	0	0	-1	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	-1	0	0	0	1	0	0
"CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"G402_SOFT_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GCT_SOFT_TISSUE"	0	0	1	1	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	0	-1	0	1	-1	-1	0	0	0	0	-1	-1	0	0	1	1	0	0	0	0	-1	-1
"HS578T_BREAST"	0	-1	0	0	0	0	-1	-1	0	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	1	0	-1	1	0	1	-1	0	0	1	1	-1	-1
"SKNMC_BONE"	-1	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	0	0	0	0	1	1	0	0
"OVKATE_OVARY"	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	1	0	1	0	-1	-1	0	0	0	0	-1	0
"D283MED_CENTRAL_NERVOUS_SYSTEM"	0	0	0	0	0	0	0	0	0	0	-1	-1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0
"GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
"HS604T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SCC15_UPPER_AERODIGESTIVE_TRACT"	0	0	1	-1	0	0	0	0	0	-1	0	1	0	0	0	-1	0	0	0	1	1	0	0	0	0	-1	1	0	0	1	0	0	0	1	0	-1	1	-1	1
"U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	-1	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"SCC4_UPPER_AERODIGESTIVE_TRACT"	-1	0	0	-1	0	0	1	1	0	0	0	0	0	-1	-1	0	0	0	1	0	1	-1	0	0	0	-1	1	0	0	1	-1	0	0	1	0	0	1	-1	0
"YH13_CENTRAL_NERVOUS_SYSTEM"	-1	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	1	0	0	0	0
"GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SKNFI_AUTONOMIC_GANGLIA"	0	0	0	0	1	1	1	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0
"KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	1	1	-1	-1	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	1	-1	0	1	0	0	0	0	1	0	1	0	0
"KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0
"TE15_OESOPHAGUS"	-1	-1	-1	-1	0	0	0	1	1	0	0	0	0	1	-1	-1	-1	0	0	1	1	-1	0	-1	0	-1	0	0	0	1	0	0	0	0	0	-1	-1	0	1
"BT474_BREAST"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	-1	0
"LOVO_LARGE_INTESTINE"	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
"AGS_STOMACH"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
"TE11_OESOPHAGUS"	0	0	0	-1	0	0	0	1	0	0	0	-1	0	-1	-1	-1	0	0	0	-1	1	0	0	-1	0	-1	1	-1	-1	1	0	0	-1	0	0	0	0	0	0
"MALME3M_SKIN"	0	0	-1	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0
"JHUEM2_ENDOMETRIUM"	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HCC15_LUNG"	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	-1	-1	0	0	0	-1	-1	0	-1	0	0	-1	-1	0	-1	0	0	0	0	0	0	-1	0	-1	0
"SW620_LARGE_INTESTINE"	0	0	1	0	1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"22RV1_PROSTATE"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
